stop_id,stop_name,bus_route_numbers,bus_route_names,directions,route_direction_pairs,eastbound_southbound_routes,westbound_northbound_routes,route_count
4953,Danforth Rd at Linden Ave,16; 300,16 - McCowan; 300 - Bloor-Danforth,SOUTHBOUND; WESTBOUND,16:SOUTHBOUND; 300:WESTBOUND,16,300,2
4954,Danforth Rd at Linden Ave,16; 300,16 - McCowan; 300 - Bloor-Danforth,NORTHBOUND; EASTBOUND,16:NORTHBOUND; 300:EASTBOUND,300,16,2
1852,Danforth Rd at Mack Ave,113; 300,113 - Danforth; 300 - Bloor-Danforth,WESTBOUND,113:WESTBOUND; 300:WESTBOUND,,113; 300,2
1853,Danforth Rd at Mack Ave,113; 300,113 - Danforth; 300 - Bloor-Danforth,EASTBOUND,113:EASTBOUND; 300:EASTBOUND,113; 300,,2
4955,Danforth Rd at Magnolia Ave,16; 300,16 - McCowan; 300 - Bloor-Danforth,SOUTHBOUND; WESTBOUND,16:SOUTHBOUND; 300:WESTBOUND,16,300,2
4956,Danforth Rd at Magnolia Ave,16; 300,16 - McCowan; 300 - Bloor-Danforth,NORTHBOUND; EASTBOUND,16:NORTHBOUND; 300:EASTBOUND,300,16,2
1854,Danforth Rd at Marsh Rd,113; 300,113 - Danforth; 300 - Bloor-Danforth,EASTBOUND,113:EASTBOUND; 300:EASTBOUND,113; 300,,2
1855,Danforth Rd at McDonald Ave West Side,113,113 - Danforth,EASTBOUND,113:EASTBOUND,113,,1
1856,Danforth Rd at Medford Ave,113; 300,113 - Danforth; 300 - Bloor-Danforth,EASTBOUND,113:EASTBOUND; 300:EASTBOUND,113; 300,,2
1857,Danforth Rd at Medford Ave,113; 300,113 - Danforth; 300 - Bloor-Danforth,WESTBOUND,113:WESTBOUND; 300:WESTBOUND,,113; 300,2
4957,Danforth Rd at Midland Ave,16; 300,16 - McCowan; 300 - Bloor-Danforth,NORTHBOUND; EASTBOUND,16:NORTHBOUND; 300:EASTBOUND,300,16,2
4958,Danforth Rd at Midland Ave East Side,16; 300,16 - McCowan; 300 - Bloor-Danforth,SOUTHBOUND; WESTBOUND,16:SOUTHBOUND; 300:WESTBOUND,16,300,2
4959,Danforth Rd at Neston Ave West Side,16; 300,16 - McCowan; 300 - Bloor-Danforth,NORTHBOUND; EASTBOUND,16:NORTHBOUND; 300:EASTBOUND,300,16,2
14953,Danforth Rd at North Woodrow Blvd,113; 300,113 - Danforth; 300 - Bloor-Danforth,WESTBOUND,113:WESTBOUND; 300:WESTBOUND,,113; 300,2
15062,Danforth Rd at North Woodrow Blvd,113; 300,113 - Danforth; 300 - Bloor-Danforth,EASTBOUND,113:EASTBOUND; 300:EASTBOUND,113; 300,,2
16794,Danforth Rd at Pilkington Dr,113; 300,113 - Danforth; 300 - Bloor-Danforth,EASTBOUND,113:EASTBOUND; 300:EASTBOUND,113; 300,,2
4960,Danforth Rd at Savarin St,16; 316,16 - McCowan; 316 - Kingston Rd-McCowan,SOUTHBOUND,16:SOUTHBOUND; 316:SOUTHBOUND,16; 316,,2
4961,Danforth Rd at Savarin St,16; 316,16 - McCowan; 316 - Kingston Rd-McCowan,NORTHBOUND,16:NORTHBOUND; 316:NORTHBOUND,,16; 316,2
16795,Danforth Rd at Seminoff St,113; 300,113 - Danforth; 300 - Bloor-Danforth,EASTBOUND,113:EASTBOUND; 300:EASTBOUND,113; 300,,2
4963,Danforth Rd at Seminole Ave,16; 316,16 - McCowan; 316 - Kingston Rd-McCowan,NORTHBOUND,16:NORTHBOUND; 316:NORTHBOUND,,16; 316,2
4962,Danforth Rd at Seminole Ave North Side,16; 316,16 - McCowan; 316 - Kingston Rd-McCowan,SOUTHBOUND,16:SOUTHBOUND; 316:SOUTHBOUND,16; 316,,2
4965,Danforth Rd at St Clair Ave East,16; 300,16 - McCowan; 300 - Bloor-Danforth,NORTHBOUND; EASTBOUND,16:NORTHBOUND; 300:EASTBOUND,300,16,2
4964,Danforth Rd at St Clair Ave East North Side,16; 300,16 - McCowan; 300 - Bloor-Danforth,SOUTHBOUND; WESTBOUND,16:SOUTHBOUND; 300:WESTBOUND,16,300,2
4966,Danforth Rd at Tansley Ave South Side,16; 316,16 - McCowan; 316 - Kingston Rd-McCowan,NORTHBOUND,16:NORTHBOUND; 316:NORTHBOUND,,16; 316,2
4967,Danforth Rd at Trudelle St,16; 316,16 - McCowan; 316 - Kingston Rd-McCowan,SOUTHBOUND,16:SOUTHBOUND; 316:SOUTHBOUND,16; 316,,2
4968,Danforth Rd at Tyne Crt,16; 300,16 - McCowan; 300 - Bloor-Danforth,SOUTHBOUND; WESTBOUND,16:SOUTHBOUND; 300:WESTBOUND,16,300,2
9441,Danforth Rd at Warden Ave,113,113 - Danforth,EASTBOUND,113:EASTBOUND,113,,1
9442,Danforth Rd at Warden Ave,113; 300,113 - Danforth; 300 - Bloor-Danforth,WESTBOUND,113:WESTBOUND; 300:WESTBOUND,,113; 300,2
4969,Danforth Rd at Wetherby Dr,16; 316,16 - McCowan; 316 - Kingston Rd-McCowan,NORTHBOUND,16:NORTHBOUND; 316:NORTHBOUND,,16; 316,2
15031,Danforth Rd at Winter Ave,16; 300,16 - McCowan; 300 - Bloor-Danforth,NORTHBOUND; EASTBOUND,16:NORTHBOUND; 300:EASTBOUND,300,16,2
4951,Danforth Rd at Wolfe Ave,16; 300,16 - McCowan; 300 - Bloor-Danforth,NORTHBOUND; EASTBOUND,16:NORTHBOUND; 300:EASTBOUND,300,16,2
6341,Davean Dr at Bannatyne Dr,115,115 - Silver Hills,EASTBOUND,115:EASTBOUND,115,,1
6342,Davean Dr at Dunlace Dr,115,115 - Silver Hills,EASTBOUND,115:EASTBOUND,115,,1
6343,Davean Dr at Woodsworth Rd West Side,115,115 - Silver Hills,EASTBOUND; WESTBOUND,115:EASTBOUND; 115:WESTBOUND,115,115,1
926,Davenport Rd at Avenue Rd,19,19 - Bay,NORTHBOUND,19:NORTHBOUND,,19,1
925,Davenport Rd at Avenue Rd West Side,19,19 - Bay,SOUTHBOUND,19:SOUTHBOUND,19,,1
16488,Davenport Rd at Bartlett Ave North,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
16489,Davenport Rd at Bartlett Ave North,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
16572,Davenport Rd at Bathurst St,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
9382,Davenport Rd at Bathurst St,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
929,Davenport Rd at Bedford Rd,19,19 - Bay,SOUTHBOUND,19:SOUTHBOUND,19,,1
930,Davenport Rd at Belmont St,19,19 - Bay,SOUTHBOUND,19:SOUTHBOUND,19,,1
933,Davenport Rd at Caledonia Park Rd,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
932,Davenport Rd at Caledonia Park Rd East Side,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
16751,Davenport Rd at Christie St,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
935,Davenport Rd at Christie St,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
11884,Davenport Rd at Dartnell Ave East Side,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
16752,Davenport Rd at Dovercourt Rd,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
937,Davenport Rd at Dufferin St,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
938,Davenport Rd at Dufferin St,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
940,Davenport Rd at Dupont St,19,19 - Bay,SOUTHBOUND; NORTHBOUND,19:SOUTHBOUND; 19:NORTHBOUND,19,19,1
941,Davenport Rd at Greenlaw Ave,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
942,Davenport Rd at Lansdowne Ave,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
943,Davenport Rd at Lansdowne Ave,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
3466,Davenport Rd at Laughton Ave,127; 168,127 - Davenport; 168 - Symington,WESTBOUND; NORTHBOUND,127:WESTBOUND; 168:NORTHBOUND,,127; 168,2
3467,Davenport Rd at Laughton Ave,127; 168,127 - Davenport; 168 - Symington,EASTBOUND; WESTBOUND,127:EASTBOUND; 168:WESTBOUND,127; 168,,2
944,Davenport Rd at Lightbourn Ave,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
945,Davenport Rd at Lightbourn Ave,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
948,Davenport Rd at New St,19,19 - Bay,NORTHBOUND,19:NORTHBOUND,,19,1
949,Davenport Rd at Oakwood Ave,63; 127; 363,63 - Ossington; 127 - Davenport; 363 - Ossington,SOUTHBOUND; EASTBOUND,63:SOUTHBOUND; 127:EASTBOUND; 363:SOUTHBOUND,63; 127; 363,,3
3469,Davenport Rd at Old Weston Rd,127; 168,127 - Davenport; 168 - Symington,EASTBOUND; WESTBOUND,127:EASTBOUND; 168:WESTBOUND,127; 168,,2
3468,Davenport Rd at Old Weston Rd East Side,127; 168,127 - Davenport; 168 - Symington,WESTBOUND; NORTHBOUND,127:WESTBOUND; 168:NORTHBOUND,,127; 168,2
3470,Davenport Rd at Osler St,127; 168,127 - Davenport; 168 - Symington,WESTBOUND; NORTHBOUND,127:WESTBOUND; 168:NORTHBOUND,,127; 168,2
3471,Davenport Rd at Osler St,127; 168,127 - Davenport; 168 - Symington,EASTBOUND; WESTBOUND,127:EASTBOUND; 168:WESTBOUND,127; 168,,2
951,Davenport Rd at Ossington Ave,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
950,Davenport Rd at Ossington Ave East Side,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
952,Davenport Rd at Primrose Ave,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
16059,Davenport Rd at Shaw St,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
955,Davenport Rd at Shaw St,127,127 - Davenport,WESTBOUND,127:WESTBOUND,,127,1
3473,Davenport Rd at Symington Ave,127; 168,127 - Davenport; 168 - Symington,WESTBOUND; NORTHBOUND,127:WESTBOUND; 168:NORTHBOUND,,127; 168,2
3472,Davenport Rd at Symington Ave West Side,127; 168,127 - Davenport; 168 - Symington,EASTBOUND; WESTBOUND,127:EASTBOUND; 168:WESTBOUND,127; 168,,2
9376,Davenport Rd at Walmer Rd,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
9420,Davenport Rd at Wychwood Park West Side,127,127 - Davenport,EASTBOUND,127:EASTBOUND,127,,1
1865,Davisville Ave at Acacia Rd,11; 28,11 - Bayview; 28 - Bayview South,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 28:EASTBOUND,28,11,2
1866,Davisville Ave at Acacia Rd,11; 28,11 - Bayview; 28 - Bayview South,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 28:WESTBOUND,11,28,2
1869,Davisville Ave at Bayview Ave,11; 28,11 - Bayview; 28 - Bayview South,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 28:WESTBOUND,11,28,2
1868,Davisville Ave at Bayview Ave West Side,11; 28,11 - Bayview; 28 - Bayview South,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 28:EASTBOUND,28,11,2
1870,Davisville Ave at Belle Ayre Blvd,11; 28,11 - Bayview; 28 - Bayview South,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 28:EASTBOUND,28,11,2
1875,Davisville Ave at Belle Ayre Blvd,11; 28,11 - Bayview; 28 - Bayview South,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 28:WESTBOUND,11,28,2
1871,Davisville Ave at Cleveland St,11; 28,11 - Bayview; 28 - Bayview South,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 28:WESTBOUND,11,28,2
1872,Davisville Ave at Cleveland St,11; 28,11 - Bayview; 28 - Bayview South,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 28:EASTBOUND,28,11,2
1873,Davisville Ave at Forman Ave,11; 28,11 - Bayview; 28 - Bayview South,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 28:WESTBOUND,11,28,2
1874,Davisville Ave at Forman Ave,11; 28,11 - Bayview; 28 - Bayview South,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 28:EASTBOUND,28,11,2
1876,Davisville Ave at Mt Pleasant Rd,11; 28,11 - Bayview; 28 - Bayview South,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 28:EASTBOUND,28,11,2
1878,Davisville Ave at Mt Pleasant Rd,11; 28,11 - Bayview; 28 - Bayview South,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 28:WESTBOUND,11,28,2
11581,Davisville Ave at Mt Pleasant Rd West Side,11; 28,11 - Bayview; 28 - Bayview South,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 28:EASTBOUND,28,11,2
1867,Davisville Ave at Pailton Cres,11; 28,11 - Bayview; 28 - Bayview South,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 28:WESTBOUND,11,28,2
1883,Davisville Ave at Yonge St,11; 28,11 - Bayview; 28 - Bayview South,NORTHBOUND; EASTBOUND,11:NORTHBOUND; 28:EASTBOUND,28,11,2
1882,Davisville Ave at Yonge St East Side,11; 28,11 - Bayview; 28 - Bayview South,SOUTHBOUND; WESTBOUND,11:SOUTHBOUND; 28:WESTBOUND,11,28,2
14646,Davisville Station,14; 28,14 - Glencairn; 28 - Bayview South,EASTBOUND,14:EASTBOUND; 28:EASTBOUND,14; 28,,2
14648,Davisville Station,11; 14; 28,11 - Bayview; 14 - Glencairn; 28 - Bayview South,SOUTHBOUND; NORTHBOUND; WESTBOUND,11:SOUTHBOUND; 11:NORTHBOUND; 14:WESTBOUND; 28:WESTBOUND,11,11; 14; 28,3
1884,Dawes Rd at Beth St,23,23 - Dawes,SOUTHBOUND,23:SOUTHBOUND,23,,1
1885,Dawes Rd at Beth St,23; 404,23 - Dawes; 404 - East York,NORTHBOUND; EASTBOUND,23:NORTHBOUND; 404:EASTBOUND; 404:EASTBOUND,404,23; 404,2
13621,Dawes Rd at Brenton St,23; 404,23 - Dawes; 404 - East York,SOUTHBOUND; EASTBOUND,23:SOUTHBOUND; 404:EASTBOUND; 404:EASTBOUND,23; 404,404,2
11256,Dawes Rd at Crescent Town Rd,23,23 - Dawes,NORTHBOUND,23:NORTHBOUND,,23,1
11255,Dawes Rd at Crescent Town Rd North Side,23; 404,23 - Dawes; 404 - East York,SOUTHBOUND; EASTBOUND,23:SOUTHBOUND; 404:EASTBOUND,23,404,2
1886,Dawes Rd at Danforth Ave North Side,23,23 - Dawes,SOUTHBOUND,23:SOUTHBOUND,23,,1
1888,Dawes Rd at Dentonia Park Ave,23,23 - Dawes,SOUTHBOUND,23:SOUTHBOUND,23,,1
1889,Dawes Rd at Dentonia Park Ave,23,23 - Dawes,NORTHBOUND,23:NORTHBOUND,,23,1
1891,Dawes Rd at Donora Dr South Side,23; 404,23 - Dawes; 404 - East York,NORTHBOUND; EASTBOUND,23:NORTHBOUND; 404:EASTBOUND; 404:EASTBOUND,404,23; 404,2
1893,Dawes Rd at Ferris Rd,23,23 - Dawes,SOUTHBOUND,23:SOUTHBOUND,23,,1
1892,Dawes Rd at Ferris Rd South Side,23; 404,23 - Dawes; 404 - East York,NORTHBOUND; EASTBOUND,23:NORTHBOUND; 404:EASTBOUND; 404:EASTBOUND,404,23; 404,2
1894,Dawes Rd at Goodwood Park Crt,23; 404,23 - Dawes; 404 - East York,SOUTHBOUND; EASTBOUND,23:SOUTHBOUND; 404:EASTBOUND,23,404,2
1895,Dawes Rd at Goodwood Park Crt,23; 404,23 - Dawes; 404 - East York,NORTHBOUND; EASTBOUND,23:NORTHBOUND; 404:EASTBOUND,404,23,2
1897,Dawes Rd at Gower St,23; 404,23 - Dawes; 404 - East York,NORTHBOUND; EASTBOUND,23:NORTHBOUND; 404:EASTBOUND; 404:EASTBOUND,404,23; 404,2
1896,Dawes Rd at Gower St North Side,23,23 - Dawes,SOUTHBOUND,23:SOUTHBOUND,23,,1
1898,Dawes Rd at Park Vista,23; 404,23 - Dawes; 404 - East York,SOUTHBOUND; EASTBOUND,23:SOUTHBOUND; 404:EASTBOUND; 404:EASTBOUND,23; 404,404,2
13346,Dawes Rd at Park Vista South Side,23; 404,23 - Dawes; 404 - East York,NORTHBOUND; EASTBOUND,23:NORTHBOUND; 404:EASTBOUND; 404:EASTBOUND,404,23; 404,2
1900,Dawes Rd at Secord Ave,23,23 - Dawes,SOUTHBOUND,23:SOUTHBOUND,23,,1
1901,Dawes Rd at Secord Ave,23; 404,23 - Dawes; 404 - East York,NORTHBOUND; EASTBOUND,23:NORTHBOUND; 404:EASTBOUND,404,23,2
3474,Deauville Lane at Grenoble Dr South Side,100,100 - Flemingdon Park,NORTHBOUND,100:NORTHBOUND,,100,1
3476,Deauville Lane at St Dennis Dr,100; 403,100 - Flemingdon Park; 403 - South Don Mills,SOUTHBOUND; EASTBOUND,100:SOUTHBOUND; 403:EASTBOUND,100; 403,,2
3475,Deauville Lane at St Dennis Dr South Side,100; 403,100 - Flemingdon Park; 403 - South Don Mills,NORTHBOUND,100:NORTHBOUND; 403:NORTHBOUND,,100; 403,2
6345,Denton Ave at Macey Ave,67,67 - Pharmacy,NORTHBOUND,67:NORTHBOUND,,67,1
1905,Denton Ave at Madelaine Ave,67,67 - Pharmacy,SOUTHBOUND,67:SOUTHBOUND,67,,1
1906,Denton Ave at St Dunstan Dr,67,67 - Pharmacy,NORTHBOUND,67:NORTHBOUND,,67,1
11700,Disco Rd at Attwell Dr,112,112 - West Mall,WESTBOUND,112:WESTBOUND; 112:WESTBOUND,112,112,1
3478,Disco Rd at Attwell Dr,45,45 - Kipling,NORTHBOUND,45:NORTHBOUND,,45,1
11698,Disco Rd at Brockport Dr West Side,112,112 - West Mall,WESTBOUND,112:WESTBOUND; 112:WESTBOUND,112,112,1
3480,Disco Rd at Carlingview Dr,45,45 - Kipling,SOUTHBOUND,45:SOUTHBOUND,45,,1
3479,Disco Rd at Carlingview Dr East Side,45,45 - Kipling,NORTHBOUND,45:NORTHBOUND,,45,1
4972,Dixon Rd at Attwell Dr,52; 352; 906; 927; 952,52 - Lawrence West; 352 - Lawrence West; 906 - Airport-Humber College Express; 927 - Highway 27 Express; 952 - Lawrence West Express,EASTBOUND; NORTHBOUND; SOUTHBOUND,52:EASTBOUND; 352:EASTBOUND; 906:NORTHBOUND; 927:SOUTHBOUND; 952:EASTBOUND,52; 352; 927; 952,906,5
4975,Dixon Rd at Carlingview Dr,52; 334; 352; 906; 952,52 - Lawrence West; 334 - Eglinton; 352 - Lawrence West; 906 - Airport-Humber College Express; 952 - Lawrence West Express,WESTBOUND; SOUTHBOUND,52:WESTBOUND; 334:WESTBOUND; 352:WESTBOUND; 906:SOUTHBOUND; 952:WESTBOUND,906,52; 334; 352; 952,5
4976,Dixon Rd at Carlingview Dr,52; 352; 906; 952,52 - Lawrence West; 352 - Lawrence West; 906 - Airport-Humber College Express; 952 - Lawrence West Express,EASTBOUND; NORTHBOUND,52:EASTBOUND; 352:EASTBOUND; 906:NORTHBOUND; 952:EASTBOUND,52; 352; 952,906,4
15227,Dixon Rd at Carlingview Dr West Side,334,334 - Eglinton,EASTBOUND,334:EASTBOUND,334,,1
4977,Dixon Rd at Celestine Dr,52; 352,52 - Lawrence West; 352 - Lawrence West,WESTBOUND,52:WESTBOUND; 352:WESTBOUND,,52; 352,2
4978,Dixon Rd at Celestine Dr,52; 352,52 - Lawrence West; 352 - Lawrence West,EASTBOUND,52:EASTBOUND; 352:EASTBOUND,52; 352,,2
4971,Dixon Rd at Chetta Pl,52; 352,52 - Lawrence West; 352 - Lawrence West,EASTBOUND,52:EASTBOUND; 352:EASTBOUND,52; 352,,2
4979,Dixon Rd at City View Dr,52; 352,52 - Lawrence West; 352 - Lawrence West,EASTBOUND,52:EASTBOUND; 352:EASTBOUND,52; 352,,2
4980,Dixon Rd at Dixington Cres East Side,52; 352; 405,52 - Lawrence West; 352 - Lawrence West; 405 - Etobicoke,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 405:WESTBOUND,,52; 352; 405,3
4982,Dixon Rd at Golfwood Heights,52; 352; 405,52 - Lawrence West; 352 - Lawrence West; 405 - Etobicoke,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 405:EASTBOUND,52; 352; 405,,3
4983,Dixon Rd at Havenridge Dr West Side,52; 352; 405,52 - Lawrence West; 352 - Lawrence West; 405 - Etobicoke,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 405:EASTBOUND,52; 352; 405,,3
4988,Dixon Rd at Islington Ave,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 952:EASTBOUND,52; 352; 952,,3
4987,Dixon Rd at Islington Ave East Side,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 952:WESTBOUND,,52; 352; 952,3
4989,Dixon Rd at Kelfield St,52; 352,52 - Lawrence West; 352 - Lawrence West,WESTBOUND,52:WESTBOUND; 352:WESTBOUND,,52; 352,2
4990,Dixon Rd at Kipling Ave,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 952:WESTBOUND,,52; 352; 952,3
4991,Dixon Rd at Kipling Ave,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 952:EASTBOUND,52; 352; 952,,3
4992,Dixon Rd at Martin Grove Rd,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 952:WESTBOUND,,52; 352; 952,3
4993,Dixon Rd at Martin Grove Rd,52; 352; 952,52 - Lawrence West; 352 - Lawrence West; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 952:EASTBOUND,52; 352; 952,,3
4995,Dixon Rd at McManus Rd,52; 352; 405,52 - Lawrence West; 352 - Lawrence West; 405 - Etobicoke,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 405:WESTBOUND,,52; 352; 405,3
4994,Dixon Rd at McManus Rd West Side,52; 352; 405,52 - Lawrence West; 352 - Lawrence West; 405 - Etobicoke,EASTBOUND,52:EASTBOUND; 352:EASTBOUND; 405:EASTBOUND,52; 352; 405,,3
6047,Dixon Rd at Riverview Heights West Side,52,52 - Lawrence West,EASTBOUND,52:EASTBOUND,52,,1
4999,Dixon Rd at Roxaline St,52,52 - Lawrence West,WESTBOUND,52:WESTBOUND,,52,1
5000,Dixon Rd at Roxaline St,52,52 - Lawrence West,EASTBOUND,52:EASTBOUND,52,,1
5001,Dixon Rd at Royal York Rd East Side,52; 952,52 - Lawrence West; 952 - Lawrence West Express,WESTBOUND,52:WESTBOUND; 952:WESTBOUND,,52; 952,2
5003,Dixon Rd at Skyway Ave,52; 352; 906; 952,52 - Lawrence West; 352 - Lawrence West; 906 - Airport-Humber College Express; 952 - Lawrence West Express,WESTBOUND; SOUTHBOUND,52:WESTBOUND; 352:WESTBOUND; 906:SOUTHBOUND; 952:WESTBOUND,906,52; 352; 952,4
5004,Dixon Rd at St Phillips Rd,52; 952,52 - Lawrence West; 952 - Lawrence West Express,EASTBOUND,52:EASTBOUND; 952:EASTBOUND,52; 952,,2
4981,Dixon Rd at Tamarack Cir,52; 352; 405,52 - Lawrence West; 352 - Lawrence West; 405 - Etobicoke,WESTBOUND,52:WESTBOUND; 352:WESTBOUND; 405:WESTBOUND,,52; 352; 405,3
5005,Dixon Rd at Wincott Dr,52; 352,52 - Lawrence West; 352 - Lawrence West,WESTBOUND,52:WESTBOUND; 352:WESTBOUND,,52; 352,2
15128,Dockside Dr at Queens Quay East,65; 365,65 - Parliament; 365 - Parliament,SOUTHBOUND; NORTHBOUND,65:SOUTHBOUND; 65:NORTHBOUND; 365:SOUTHBOUND; 365:NORTHBOUND,65; 365,65; 365,2
15526,Don Mills Rd at Barber Greene Rd South Side,25; 54; 191; 325; 354; 403; 925; 954,25 - Don Mills; 54 - Lawrence East; 191 - Underhill; 325 - Don Mills; 354 - Lawrence East; 403 - South Don Mills; 925 - Don Mills Express; 954 - Lawrence East Express,NORTHBOUND; EASTBOUND,25:NORTHBOUND; 54:EASTBOUND; 191:NORTHBOUND; 325:NORTHBOUND; 354:EASTBOUND; 403:NORTHBOUND; 925:NORTHBOUND; 954:EASTBOUND,54; 354; 954,25; 191; 325; 403; 925,8
1912,Don Mills Rd at Bond Ave,25; 325,25 - Don Mills; 325 - Don Mills,NORTHBOUND,25:NORTHBOUND; 325:NORTHBOUND,,25; 325,2
1913,Don Mills Rd at Chipping Rd,25; 325,25 - Don Mills; 325 - Don Mills,SOUTHBOUND,25:SOUTHBOUND; 325:SOUTHBOUND,25; 325,,2
1914,Don Mills Rd at Chipping Rd,25; 325,25 - Don Mills; 325 - Don Mills,NORTHBOUND,25:NORTHBOUND; 325:NORTHBOUND,,25; 325,2
1915,Don Mills Rd at Cliffwood Rd (North),25; 325,25 - Don Mills; 325 - Don Mills,SOUTHBOUND,25:SOUTHBOUND; 325:SOUTHBOUND,25; 325,,2
1916,Don Mills Rd at Cliffwood Rd (North),25; 325,25 - Don Mills; 325 - Don Mills,NORTHBOUND,25:NORTHBOUND; 325:NORTHBOUND,,25; 325,2
1918,Don Mills Rd at Cliffwood Rd (South),25; 325,25 - Don Mills; 325 - Don Mills,NORTHBOUND,25:NORTHBOUND; 325:NORTHBOUND,,25; 325,2
1917,Don Mills Rd at Cliffwood Rd (South) North Side,25; 325,25 - Don Mills; 325 - Don Mills,SOUTHBOUND,25:SOUTHBOUND; 325:SOUTHBOUND,25; 325,,2
1961,Don Mills Rd at Clock Tower Rd,25; 54; 191; 325; 354,25 - Don Mills; 54 - Lawrence East; 191 - Underhill; 325 - Don Mills; 354 - Lawrence East,SOUTHBOUND; EASTBOUND,25:SOUTHBOUND; 54:EASTBOUND; 191:SOUTHBOUND; 325:SOUTHBOUND; 354:EASTBOUND,25; 191; 325,54; 354,5
1962,Don Mills Rd at Clock Tower Rd,25; 54; 191; 325; 354,25 - Don Mills; 54 - Lawrence East; 191 - Underhill; 325 - Don Mills; 354 - Lawrence East,NORTHBOUND; EASTBOUND,25:NORTHBOUND; 54:EASTBOUND; 191:NORTHBOUND; 325:NORTHBOUND; 354:EASTBOUND,54; 354,25; 191; 325,5
1919,Don Mills Rd at Deerford Rd,10; 25; 169; 325,10 - Van Horne; 25 - Don Mills; 169 - Huntingwood; 325 - Don Mills,WESTBOUND; SOUTHBOUND,10:WESTBOUND; 25:SOUTHBOUND; 169:WESTBOUND; 325:SOUTHBOUND,25; 325,10; 169,4
1924,Don Mills Rd at Duncan Mill Rd South Side,25; 325; 925,25 - Don Mills; 325 - Don Mills; 925 - Don Mills Express,NORTHBOUND,25:NORTHBOUND; 325:NORTHBOUND; 925:NORTHBOUND,,25; 325; 925,3
14258,Don Mills Rd at Eglinton Ave East,325; 354,325 - Don Mills; 354 - Lawrence East,NORTHBOUND; EASTBOUND,325:NORTHBOUND; 354:EASTBOUND,354,325,2
16117,Don Mills Rd at Eglinton Ave East,325; 354,325 - Don Mills; 354 - Lawrence East,SOUTHBOUND; EASTBOUND,325:SOUTHBOUND; 354:EASTBOUND,325,354,2
